gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,1,768,7168,asm,5,6,8.8256,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,1.25,624.74,0.0013
gfx950,256,1,2048,7168,asm,22,7,8.6312,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,3.4,1702.12,0.0107
gfx950,256,1,6144,7168,asm,4,5,12.1066,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,7.28,3639.31,0.0052
gfx950,256,1,7168,384,ck,10,0,4.4519,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1.24,621.58,0.0
gfx950,256,1,7168,768,ck,7,0,5.3743,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,2.05,1027.13,0.0
gfx950,256,1,7168,3072,asm,2,3,8.0549,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,5.47,2735.91,0.0
gfx950,256,1,7168,7168,ck,7,0,21.0136,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.89,2446.12,0.0
gfx950,256,1,7168,16384,asm,10,3,28.3454,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,8.29,4144.28,0.0017
gfx950,256,1,65536,1536,ck,6,0,17.9824,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,11.2,5605.25,0.0
gfx950,256,2,768,7168,asm,30,7,8.9844,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,2.45,614.67,0.0052
gfx950,256,2,2048,7168,asm,23,8,10.1745,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,5.77,1445.04,0.0134
gfx950,256,2,6144,7168,asm,4,5,13.6415,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,12.91,3231.25,0.004
gfx950,256,2,7168,384,ck,5,0,4.9124,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,2.24,566.31,0.0
gfx950,256,2,7168,768,ck,7,0,5.4879,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,4.01,1008.62,0.0
gfx950,256,2,7168,3072,asm,16,3,10.6149,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,8.3,2077.73,0.0
gfx950,256,2,7168,7168,ck,7,0,20.807,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.88,2471.44,0.0
gfx950,256,2,7168,16384,asm,23,8,26.7282,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,17.58,4396.18,0.0227
gfx950,256,2,65536,1536,ck,6,0,17.7956,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,22.63,5671.54,0.0
gfx950,256,4,768,7168,asm,7,8,10.171,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,4.33,544.67,0.0117
gfx950,256,4,2048,7168,asm,7,8,10.9339,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,10.74,1346.74,0.0077
gfx950,256,4,6144,7168,asm,19,4,13.2827,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,26.52,3321.46,0.0016
gfx950,256,4,7168,384,ck,5,0,4.3595,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,5.05,644.89,0.0
gfx950,256,4,7168,768,ck,7,0,5.5264,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,7.97,1007.06,0.0
gfx950,256,4,7168,3072,asm,3,4,10.1661,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,17.33,2172.88,0.0
gfx950,256,4,7168,7168,ck,7,0,20.8785,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.69,2465.04,0.0
gfx950,256,4,7168,16384,asm,7,8,28.3487,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,33.14,4147.05,0.0259
gfx950,256,4,65536,1536,ck,6,0,18.1362,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,44.4,5579.65,0.0
gfx950,256,6,1536,7168,asm,7,8,9.8147,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,13.46,1128.05,0.009
gfx950,256,6,7168,21504,asm,11,4,34.6936,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,53.31,4449.11,0.0003
gfx950,256,8,768,7168,asm,31,8,10.8073,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,8.15,515.82,0.0104
gfx950,256,8,2048,7168,asm,31,8,9.1144,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,25.77,1620.53,0.007
gfx950,256,8,6144,7168,asm,4,5,14.1563,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,49.78,3121.99,0.0022
gfx950,256,8,7168,384,ck,10,0,4.5093,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,9.77,636.52,0.0
gfx950,256,8,7168,768,ck,7,0,5.5683,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,15.82,1010.34,0.0
gfx950,256,8,7168,3072,ck,7,0,10.1419,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,34.74,2184.93,0.0
gfx950,256,8,7168,7168,ck,7,0,20.9046,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,39.33,2466.07,0.0
gfx950,256,8,7168,16384,asm,7,8,28.7086,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,65.45,4099.34,0.0243
gfx950,256,8,65536,1536,ck,6,0,18.0681,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,89.14,5630.04,0.0
gfx950,256,12,768,7168,asm,7,8,10.5927,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,12.47,529.56,0.0133
gfx950,256,12,2048,7168,asm,7,8,10.1152,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,34.83,1464.65,0.0071
gfx950,256,12,7168,384,ck,5,0,4.3842,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,15.07,668.12,0.0
gfx950,256,12,7168,7168,asm,27,4,15.5565,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,79.27,3319.4,0.0019
gfx950,256,12,7168,16384,asm,7,8,29.6618,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,95.02,3971.75,0.0258
gfx950,256,12,65536,1536,ck,6,0,18.6908,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,129.26,5470.85,0.0
gfx950,256,16,768,7168,asm,14,7,10.1285,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,17.39,557.27,0.0042
gfx950,256,16,2048,7168,asm,15,8,9.4925,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,49.49,1565.48,0.0073
gfx950,256,16,6144,7168,asm,3,4,13.7668,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,102.37,3221.63,0.002
gfx950,256,16,7168,384,ck,5,0,4.9415,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,17.82,604.68,0.0
gfx950,256,16,7168,768,ck,7,0,4.9802,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,35.37,1153.91,0.0
gfx950,256,16,7168,3072,ck,7,0,10.0172,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,70.34,2226.03,0.0
gfx950,256,16,7168,7168,ck,7,0,18.626,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,88.27,2776.99,0.0
gfx950,256,16,7168,16384,asm,7,8,28.9118,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,129.98,4079.03,0.0252
gfx950,256,16,65536,1536,ck,6,0,18.7797,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,171.53,5473.2,0.0
gfx950,256,20,768,7168,asm,15,8,10.3928,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,21.19,546.45,0.0109
gfx950,256,20,2048,7168,asm,7,8,10.2567,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,57.25,1453.23,0.0093
gfx950,256,20,7168,384,flydsl,352,0,4.5676,flydsl_blockscale_bpreshuffle_16x128x128_sbk128_1x0x2x0x0,24.1,667.07,0.0
gfx950,256,20,7168,7168,asm,3,4,16.973,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,121.09,3052.51,0.0017
gfx950,256,20,7168,16384,asm,7,8,30.4598,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,154.22,3875.76,0.0233
gfx950,256,20,65536,1536,ck,12,0,19.5136,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,206.34,5294.54,0.0
gfx950,256,24,768,7168,asm,7,8,10.2143,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,25.87,559.4,0.0095
gfx950,256,24,2048,7168,asm,15,8,11.0569,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,63.73,1352.13,0.01
gfx950,256,24,7168,384,flydsl,352,0,4.5615,flydsl_blockscale_bpreshuffle_16x128x128_sbk128_1x0x2x0x0,28.96,680.87,0.0
gfx950,256,24,7168,7168,asm,3,4,16.3853,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,150.52,3167.25,0.0015
gfx950,256,24,7168,16384,asm,11,4,29.9179,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,188.42,3950.07,0.0076
gfx950,256,24,65536,1536,ck,9,0,20.0247,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,241.29,5185.89,0.0
gfx950,256,28,768,7168,asm,7,8,10.9941,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,28.04,522.89,0.0093
gfx950,256,28,7168,384,flydsl,352,0,4.1582,flydsl_blockscale_bpreshuffle_16x128x128_sbk128_1x0x2x0x0,37.07,761.07,0.0
gfx950,256,32,768,7168,asm,15,8,9.8549,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,35.75,586.87,0.0089
gfx950,256,32,2048,7168,asm,39,8,10.021,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,93.76,1500.9,0.0105
gfx950,256,32,6144,7168,asm,12,5,14.8058,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,190.37,3016.57,0.0024
gfx950,256,32,7168,384,ck,10,0,4.5334,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,38.86,711.07,0.0
gfx950,256,32,7168,768,ck,7,0,5.7758,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,61.0,1036.8,0.0
gfx950,256,32,7168,3072,ck,7,0,9.8372,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,143.26,2295.08,0.0
gfx950,256,32,7168,7168,ck,7,0,18.7345,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,175.52,2779.28,0.0
gfx950,256,32,7168,16384,asm,3,4,29.9553,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,250.91,3953.34,0.007
gfx950,256,32,65536,1536,ck,11,0,19.6744,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,327.45,5332.14,0.0
gfx950,256,36,768,7168,asm,7,8,11.0015,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,36.03,528.87,0.0096
gfx950,256,36,7168,384,flydsl,352,0,4.5774,flydsl_blockscale_bpreshuffle_16x128x128_sbk128_1x0x2x0x0,43.3,717.1,0.0
gfx950,256,40,768,7168,asm,7,8,11.1897,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,39.36,523.09,0.0117
gfx950,256,40,7168,384,flydsl,352,0,4.512,flydsl_blockscale_bpreshuffle_16x128x128_sbk128_1x0x2x0x0,48.8,740.54,0.0
gfx950,256,48,768,7168,asm,31,8,10.5365,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,50.16,562.12,0.0109
gfx950,256,48,2048,7168,asm,7,8,9.2481,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,152.39,1645.82,0.009
gfx950,256,48,6144,7168,asm,36,5,16.0527,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,263.37,2801.65,0.0027
gfx950,256,48,7168,384,ck,5,0,4.7591,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_4_1x1_intrawave_v1,55.52,726.83,0.0
gfx950,256,48,7168,768,ck,12,0,5.5447,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,95.31,1123.6,0.0
gfx950,256,48,7168,3072,ck,6,0,10.825,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,195.28,2111.38,0.0
gfx950,256,48,7168,7168,ck,6,0,21.4511,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,229.94,2443.34,0.0
gfx950,256,48,7168,16384,asm,11,4,30.5746,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,368.75,3889.34,0.0071
gfx950,256,48,65536,1536,ck,1,0,22.5881,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,427.82,4738.27,0.0
gfx950,256,64,768,7168,asm,15,8,9.3817,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,75.11,646.16,0.0098
gfx950,256,64,2048,7168,asm,6,7,8.888,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,211.41,1732.78,0.006
gfx950,256,64,6144,7168,asm,20,5,14.9877,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,376.12,3021.5,0.0027
gfx950,256,64,7168,384,ck,10,0,4.7549,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,74.1,777.01,0.0
gfx950,256,64,7168,768,ck,7,0,6.208,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,113.51,1042.47,0.0
gfx950,256,64,7168,3072,ck,12,0,10.3433,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,272.5,2236.64,0.0
gfx950,256,64,7168,7168,ck,12,0,19.9679,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,329.36,2642.06,0.0
gfx950,256,64,7168,16384,asm,19,4,31.4726,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,477.63,3793.99,0.0077
gfx950,256,64,65536,1536,ck,1,0,23.2278,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,554.72,4699.12,0.0
gfx950,256,66,1536,7168,asm,15,8,11.0577,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,131.43,1056.81,0.0075
gfx950,256,66,7168,21504,asm,27,4,37.5015,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,542.55,4173.33,0.0002
gfx950,256,68,768,7168,asm,7,8,11.1541,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,67.12,546.61,0.0106
gfx950,256,68,2048,7168,asm,15,8,12.5169,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,159.5,1234.01,0.0094
gfx950,256,68,7168,384,flydsl,1,0,4.9901,flydsl_blockscale_bpreshuffle_16x256x128_sbk128_0x0x0x0x0,75.02,752.18,0.0
gfx950,256,68,7168,7168,asm,27,4,19.2391,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,363.2,2746.62,0.0018
gfx950,256,68,7168,16384,asm,27,4,32.8751,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,485.84,3635.87,0.0077
gfx950,256,68,65536,1536,asm,3,1,26.6471,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,513.76,4116.04,0.0
gfx950,256,78,1536,7168,asm,15,8,11.1647,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,153.84,1057.69,0.0069
gfx950,256,78,7168,21504,asm,27,4,38.9116,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,617.96,4033.15,0.0002
gfx950,256,80,768,7168,asm,22,7,10.4599,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,84.21,592.87,0.0057
gfx950,256,80,2048,7168,asm,12,5,11.3253,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,207.39,1375.79,0.0023
gfx950,256,80,6144,7168,asm,27,4,17.9025,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,393.6,2546.94,0.0016
gfx950,256,80,7168,384,ck,10,0,5.0686,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,86.89,775.38,0.0
gfx950,256,80,7168,768,ck,11,0,6.1674,a8w8_blockscale_bpreshuffle_1x128x128_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,142.82,1088.52,0.0
gfx950,256,80,7168,3072,ck,17,0,12.1563,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,289.83,1925.98,0.0
gfx950,256,80,7168,7168,ck,17,0,23.5989,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,348.36,2250.13,0.0
gfx950,256,80,7168,16384,asm,27,4,32.6454,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,575.59,3672.74,0.0078
gfx950,256,80,65536,1536,asm,15,1,27.1551,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_80x128E,593.12,4097.64,0.0
gfx950,256,84,2048,7168,asm,15,8,12.7909,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,192.81,1221.67,0.009
gfx950,256,84,7168,7168,asm,35,4,20.9521,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,411.98,2538.48,0.0017
gfx950,256,84,7168,16384,asm,35,4,34.4448,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,572.8,3484.44,0.0076
gfx950,256,84,65536,1536,asm,4,1,28.316,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,597.24,3948.38,0.0
gfx950,256,90,1536,7168,asm,15,8,11.4671,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,172.83,1040.51,0.0066
gfx950,256,90,7168,21504,asm,35,4,40.8547,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,679.12,3851.85,0.0003
gfx950,256,96,768,7168,asm,7,8,9.4429,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,111.93,671.47,0.0098
gfx950,256,96,1536,7168,asm,15,8,11.4955,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,183.89,1043.29,0.0061
gfx950,256,96,2048,7168,asm,15,8,10.2348,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_48x128E,275.39,1539.98,0.008
gfx950,256,96,6144,7168,asm,36,5,19.9946,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,422.9,2296.02,0.0026
gfx950,256,96,7168,384,asm,0,1,5.3807,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,98.22,774.18,0.0
gfx950,256,96,7168,768,ck,12,0,6.2738,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,168.47,1108.58,0.0
gfx950,256,96,7168,3072,ck,17,0,12.1977,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,346.61,1942.27,0.0
gfx950,256,96,7168,7168,ck,17,0,23.2427,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,424.43,2299.41,0.0
gfx950,256,96,7168,16384,asm,35,4,34.2026,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,659.27,3519.9,0.0077
gfx950,256,96,7168,21504,asm,35,4,40.8559,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_96x128E,724.38,3857.0,0.0003
gfx950,256,96,65536,1536,ck,13,0,28.6977,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,673.48,3951.32,0.0
gfx950,256,104,2048,7168,asm,23,8,13.8064,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,221.16,1148.13,0.0085
gfx950,256,104,7168,7168,asm,43,4,23.3123,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,458.43,2299.93,0.0017
gfx950,256,104,7168,16384,asm,43,4,40.0144,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,610.47,3014.8,0.0074
gfx950,256,104,65536,1536,asm,5,1,31.8611,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,657.16,3592.3,0.0
gfx950,256,112,768,7168,asm,7,8,9.2873,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,132.78,697.71,0.0107
gfx950,256,112,2048,7168,asm,22,7,11.0851,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,296.64,1438.11,0.0064
gfx950,256,112,6144,7168,asm,20,5,21.3762,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,461.49,2162.18,0.0027
gfx950,256,112,7168,384,ck,4,0,5.2778,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x128_8x16_16x16_16x16x1_8x32x1_1x16x1x16_8_1x2_intrawave_v1,116.82,833.9,0.0
gfx950,256,112,7168,768,ck,17,0,6.1595,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,200.2,1168.39,0.0
gfx950,256,112,7168,3072,ck,17,0,12.1297,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,406.65,1976.12,0.0
gfx950,256,112,7168,7168,ck,17,0,23.798,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,483.62,2260.22,0.0
gfx950,256,112,7168,16384,asm,43,4,39.8582,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,660.01,3032.78,0.0075
gfx950,256,112,65536,1536,ck,13,0,29.2416,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,771.11,3950.38,0.0
gfx950,256,114,1536,7168,asm,23,8,12.1844,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,206.02,999.43,0.0063
gfx950,256,114,7168,21504,asm,43,4,44.7232,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,785.81,3537.9,0.0002
gfx950,256,124,2048,7168,asm,23,8,14.2614,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,255.28,1127.29,0.0092
gfx950,256,124,7168,7168,asm,17,2,23.6282,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_64x128E,539.28,2287.38,0.0
gfx950,256,124,7168,16384,asm,43,4,38.9116,_ZN5aiter43fp8gemm_bf16_blockscale_BpreShuffle_128x128E,748.5,3116.03,0.0075
gfx950,256,124,65536,1536,flydsl8w,0,0,29.1381,flydsl8w_blockscale_bpreshuffle_128x256_wpe2_xcd0,856.76,4019.02,0.0
gfx950,256,128,768,7168,asm,7,8,9.3831,_ZN5aiter42fp8gemm_bf16_blockscale_BpreShuffle_32x128E,150.19,705.43,0.0096
